hotel_name,hotel_desc,address,review_score,review_title,reviews
OYO 857 Pakuncen Malioboro Syariah,"Attractively set in the Wirobrajan district of Yogyakarta, OYO 857 Pakuncen Malioboro Syariah is situated 1.9 km from Museum Sonobudoyo, 2.5 km from Malioboro Mall and 2.5 km from Scientific Park.","Wirobrajan, Yogyakarta


Show on map",8.2,Very good,13 reviews
Griya Suryo Wijilan,"Located in Yogyakarta, within 600 metres of Museum Sonobudoyo and 700 metres of Scientific Park, Griya Suryo Wijilan provides accommodation with a bar and free WiFi as well as free private parking for...","Kraton, Yogyakarta


Show on map",7.9,Good,46 reviews
GAYENG Homestay - Only for LOCAL Tourist NOT FOR FOREIGN Tourist,"Located 2.2 km from Museum Sonobudoyo, GAYENG Homestay Only for LOCAL Tourist NOT FOR FOREIGN Tourist provides accommodation with a shared lounge, a garden and a 24-hour front desk for your...","Kraton, Yogyakarta


Show on map",7.8,Good,50 reviews
OYO 2684 Wisma Orange,"Located in Yogyakarta, OYO 2684 Wisma Orange provides 2-star accommodation with private balconies. The 2-star hotel has air-conditioned rooms with a private bathroom and free WiFi.","Catur Tunggal, Yogyakarta


Show on map",7.4,Good,6 reviews
Hotel Tulips,"Situated in the heart of Yogyakarta, Hotel Tulips is surrounded by restaurants, as well as antique and batik shops. The hotel features an outdoor pool, a restaurant and free Wi-Fi access.","Mantrijeron, Yogyakarta


Show on map",7.4,Good,17 reviews
Cabin Hotel Sutomo,"A 10-minute drive from Yogyakarta Royal Palace, Cabin Hotel Sutomo offers budget-friendly accommodation with free snack baskets upon guests' arrival.","Pakualaman, Yogyakarta


Show on map",8.0,Very good,44 reviews
Hotel Galuh Anindita,"Well located in the Gondokusuman district of Yogyakarta, Hotel Galuh Anindita is located 300 metres from Tugu Monument, 2.5 km from Malioboro Mall and 3.1 km from Sultan's Palace.","Gondokusuman, Yogyakarta


Show on map",7.8,Good,55 reviews
Malioboro Place,"Located in Yogyakarta, within less than 1 km of Fort Vredeburg and an 11-minute walk of Yogyakarta Presidential Palace, Malioboro Place provides accommodation with a terrace and free WiFi throughout...","Danurejan, Yogyakarta


Show on map",8.3,Very good,64 reviews
Riverside Homestay Jogja,"Located in Yogyakarta, 5 km from Tugu Monument and 8 km from Malioboro Mall, Riverside Homestay Jogja offers a shared lounge and air conditioning.","Yogyakarta


Show on map",7.8,Good,12 reviews
SUNKISS VILLA by Yogya Tropicana,"Featuring an outdoor swimming pool and a terrace, SUNKISS VILLA by Yogya Tropicana provides accommodation in Yogyakarta with free WiFi and pool views.","Yogyakarta


Show on map",9.5,Exceptional,4 reviews
OYO 1855 Elise Exclusive Residence,"OYO 1855 Elise Exclusive Residence is situated in Yogyakarta, 12 km from Malioboro Mall and 13 km from Tugu Monument. The 2-star hotel has air-conditioned rooms with a private bathroom and free WiFi.","Yogyakarta


Show on map",5.5,Review score,6 reviews
House of Belva,"Boasting garden views, House of Belva offers accommodation with a terrace and a patio, around 10 km from Sultan's Palace.","Yogyakarta


Show on map",8.8,Fabulous,7 reviews
House of Joy,"Located just 11 km from Tugu Monument, House of Joy provides accommodation in Yogyakarta with access to a shared lounge, a garden, as well as a 24-hour front desk.","Yogyakarta


Show on map",9.4,Superb,13 reviews
Sante Commune Yogyakarta,"Well set in the Ngampilan district of Yogyakarta, Sante Commune Yogyakarta is located 400 metres from Museum Sonobudoyo, 1 km from Scientific Park and 1.1 km from Sultan's Palace.","Ngampilan, Yogyakarta


Show on map",9.2,Superb,211 reviews
Tegal Panggung Guest House,"Tegal Panggung Guest House is conveniently situated a 10-minute walk from Malioboro Street, offering a home away from home with shared kitchen facilities.","Danurejan, Yogyakarta


Show on map",8.5,Very good,72 reviews
RedDoorz near Adisucipto Airport 3,"Situated in Yogyakarta, 13 km from Tugu Monument, RedDoorz near Adisucipto Airport 3 features accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",6.6,Review score,25 reviews
Rumah Ukhi,"Located in Yogyakarta, within 10 km of Museum Sonobudoyo and 11 km of Scientific Park, Rumah Ukhi provides accommodation with a garden and as well as free private parking for guests who drive.","Mlati, Yogyakarta


Show on map",9.3,Superb,51 reviews
Indraloka Heritage Homestay,"Just 10 minutes' drive from the famous Jalan Malioboro and Railway Station, Indraloka Heritage Homestay in Yogyakarta provides basic rooms with free Wi-Fi.","Gondokusuman, Yogyakarta


Show on map",7.3,Good,15 reviews
RedDoorz near Hartono Mall,"Located in Yogyakarta, within 5 km of Tugu Monument and 7 km of Malioboro Mall, RedDoorz near Hartono Mall provides accommodation with a restaurant and free WiFi as well as free private parking for...","Yogyakarta


Show on map",7.5,Good,27 reviews
Ndalem Malioboro,"Set in Yogyakarta, within 1.6 km of Tugu Monument and 2.3 km of Scientific Park, Ndalem Malioboro offers accommodation with a garden and free WiFi as well as free private parking for guests who drive....","Gondokusuman, Yogyakarta


Show on map",9.0,Superb,70 reviews
RedDoorz @ Jalan Ringroad Selatan,"Set in Yogyakarta, 5 km from Museum Sonobudoyo, RedDoorz @ Jalan Ringroad Selatan offers accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",7.9,Good,27 reviews
Ada Waktu Bed & Breakfast,"Set in Pleret, 11 km from Yogyakarta, Ada Waktu Villa features a restaurant and free WiFi throughout the property. Free private parking is available on site.","Yogyakarta


Show on map",9.3,Superb,72 reviews
OstiC House,"Located just a 5-minute walk from Yogyakarta Keraton Royal Compound, OstiC House offers homey and comfortable accommodation with free WiFi access in public areas and free on-site private parking for...","Mantrijeron, Yogyakarta


Show on map",9.2,Superb,292 reviews
Ndalem Suratin Guesthouse,"Only 500 metres from Tugu Jogja Monument , this historic colonial-style guesthouse offers spacious rooms with free Wi-Fi and tea/coffee making facilities.","Jetis, Yogyakarta


Show on map",8.4,Very good,28 reviews
BeOne House Jogja,"BeOne House Jogja features a restaurant and free parking spaces on site. Operating a 24-hour front desk, it also provides free Wi-Fi in all areas and a shared computer at the lobby.","Yogyakarta


Show on map",8.3,Very good,91 reviews
RedDoorz Syariah near UIN Yogyakarta,"Located in the city of Yogyakarta, RedDoorz Syariah Guesthouse is a 5-minute walk from Ambarukmo Plaza. It offers free parking on site and free Wi-Fi access in the entire hotel.","Catur Tunggal, Yogyakarta


Show on map",7.5,Good,9 reviews
RedDoorz Plus near Alun Alun Selatan,"Set in Yogyakarta, 1.9 km from Scientific Park, RedDoorz Plus near Alun Alun Selatan offers accommodation with free WiFi and free private parking.","Mantrijeron, Yogyakarta


Show on map",7.4,Good,57 reviews
Imogen BnB,"Featuring a blend of modern and traditional Javanese designs, Imogen BnB is located in Yogyakarta. Free WiFi access is available.","Mantrijeron, Yogyakarta


Show on map",8.3,Very good,29 reviews
Prayogo Lama Prawirotaman,"Boasting a garden, Prayogo Lama Prawirotaman is set in Yogyakarta in the Yogyakarta Province region, 2.8 km from Scientific Park and 2.8 km from Sultan's Palace.","Mergangsan, Yogyakarta


Show on map",7.4,Good,9 reviews
OYO 759 Hotel Dewi Sri,"Located in Yogyakarta, within 2.7 km of Scientific Park and 2.7 km of Sultan's Palace, OYO 759 Hotel Dewi Sri provides accommodation with a terrace and as well as free private parking for guests who...","Mantrijeron, Yogyakarta


Show on map",7.3,Good,23 reviews
RedDoorz near XT Square Yogyakarta,"Located within 3.4 km of Scientific Park and 3.6 km of Sultan's Palace, RedDoorz near XT Square Yogyakarta provides rooms with air conditioning and a private bathroom in Yogyakarta.","Umbulharjo, Yogyakarta


Show on map",7.6,Good,46 reviews
OYO 465 Alam Citra Bed & Breakfast,"Located 2 kilometres from Grand Puri Waterpark, OYO 465 Alam Citra Bed & Breakfast offers free Wi-Fi at all areas and a free airport shuttle service for guests staying 2 or more nights.","Yogyakarta


Show on map",8.8,Fabulous,54 reviews
Ndalem Diajeng,"Situated 1.5 km from Scientific Park, Ndalem Diajeng features accommodation with a shared lounge, a garden and a shared kitchen for your convenience.","Kraton, Yogyakarta


Show on map",8.5,Very good,84 reviews
RedDoorz near Terminal Condong Catur 2,"Offering free parking privileges, Griya 35 is located in Yogyakarta. Free WiFi access is available in all areas.","Yogyakarta


Show on map",8.5,Very good,4 reviews
Canary Guesthouse,"Situated in Yogyakarta, within 3 km of Museum Sonobudoyo and 3.6 km of Scientific Park, Canary Guesthouse features accommodation with free bikes and free WiFi as well as free private parking for...","Yogyakarta


Show on map",8.3,Very good,119 reviews
RedDoorz Plus @ Demangan Gejayan,"Set within 2 km of Tugu Monument and 4.1 km of Malioboro Mall, RedDoorz Plus @ Demangan Gejayan offers rooms with air conditioning and a private bathroom in Yogyakarta.","Catur Tunggal, Yogyakarta


Show on map",8.1,Very good,15 reviews
Firdaus Guest House,"Situated in Yogyakarta, 3.5 km from Tugu Monument and 4.4 km from Scientific Park, Firdaus Guest House offers a garden and air conditioning.","Yogyakarta


Show on map",8.6,Fabulous,20 reviews
OYO 3864 Babaran 71,"Situated in the Umbulharjo district of Yogyakarta, OYO 3864 Babaran 71 offers rooms with free WiFi. 3.7 km from Scientific Park, the property is also 3.7 km away from Sultan's Palace.","Umbulharjo, Yogyakarta


Show on map",8.1,Very good,3 reviews
SPOT ON 2881 Nabila Homestay,"SPOT ON 2881 Nabila Homestay is situated in Yogyakarta, within 6 km of Tugu Monument and 10 km of Malioboro Mall.","Yogyakarta


Show on map",3.8,Review score,3 reviews
RedDoorz Plus @ Affandi Gejayan,"Located in Yogyakarta, 2.1 km from Tugu Monument, RedDoorz Plus @ Affandi Gejayan provides accommodation with free WiFi and free private parking.","Catur Tunggal, Yogyakarta


Show on map",6.8,Review score,39 reviews
House of Belva,"Boasting garden views, House of Belva offers accommodation with a terrace and a patio, around 10 km from Sultan's Palace.","Yogyakarta


Show on map",8.8,Fabulous,7 reviews
Krakatau Homestay Timoho,"Offering free WiFi and free private parking, Krakatau Homestay Timoho is situated in Yogyakarta, just 1.7 km from Affandi Museum.","Umbulharjo, Yogyakarta


Show on map",6.6,Review score,3 reviews
So Homestay 21,"Set in Yogyakarta, 1.3 km from Scientific Park and 1.4 km from Museum Sonobudoyo, So Homestay 21 offers accommodation with free WiFi, air conditioning, a shared lounge and a garden.","Kraton, Yogyakarta


Show on map",9.6,Exceptional,7 reviews
RedDoorz near Graha Saba UGM,"Situated within 4.4 km of Tugu Monument and 6 km of Malioboro Mall, RedDoorz near Graha Saba UGM features rooms with air conditioning and a private bathroom in Yogyakarta.","Catur Tunggal, Yogyakarta


Show on map",8.6,Fabulous,13 reviews
OYO 572 Omah Gedongkuning Syariah Homestay,"Situated in Yogyakarta, 3.8 km from Scientific Park, OYO 572 Omah Gedongkuning Syariah Homestay features air-conditioned rooms with free WiFi and express check-in and check-out.","Kotagede, Yogyakarta


Show on map",8.4,Very good,18 reviews
OYO 572 Omah Gedongkuning Syariah Homestay,"Situated in Yogyakarta, 3.8 km from Scientific Park, OYO 572 Omah Gedongkuning Syariah Homestay features air-conditioned rooms with free WiFi and express check-in and check-out.","Kotagede, Yogyakarta


Show on map",8.4,Very good,18 reviews
RedDoorz Plus @ Terban Residence,"Set within 300 metres of Tugu Monument and 1.4 km of Malioboro Mall, RedDoorz Plus @ Terban Residence offers rooms with air conditioning and a private bathroom in Yogyakarta.","Gondokusuman, Yogyakarta


Show on map",9.0,Superb,4 reviews
Yogyakarta Backpacker 1 Ngampilan,"Conveniently located just a 15-minute walk from the Yogyakarta town square, Yogyakarta Backpacker 1 Ngampilan offers rooms with air-conditioning. It also features free Wi-Fi in all areas.","Ngampilan, Yogyakarta


Show on map",7.6,Good,15 reviews
Surya Darma Homestay,Surya Darma Homestay provides free Wi-Fi throughout the building. It offers a home away from home a 10-minute drive from Prambanan Temple.,"Yogyakarta


Show on map",8.6,Fabulous,11 reviews
OYO 1643 Grand Monica,"Set in Yogyakarta, 3.9 km from Tugu Monument, OYO 1643 Grand Monica Near Jogja International Hospital offers accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",5.9,Review score,12 reviews
Hotel Mataram 2 Malioboro,"Situated in Yogyakarta, 500 metres from Malioboro Street, Hotel Mataram 2 boasts air-conditioned rooms with free WiFi and a Javanese-style patio with views of the garden.","Gedongtengen, Yogyakarta


Show on map",6.3,Review score,16 reviews
Nadira Homestay,"Set in Yogyakarta, 2.3 km from Malioboro Mall and 3.1 km from Museum Sonobudoyo, Nadira Homestay offers a shared lounge and air conditioning.","Yogyakarta


Show on map",9.1,Superb,16 reviews
nDalem Eyang Dwijo,"Set in Yogyakarta, within 2.8 km of Tugu Monument and 3.4 km of Malioboro Mall, nDalem Eyang Dwijo offers accommodation with a garden and free WiFi as well as free private parking for guests who...","Gondokusuman, Yogyakarta


Show on map",9.0,Superb,35 reviews
OYO 206 Hotel Candra Kirana Near RSUD Kota Yogyakarta,"Ideally set in the Prawirotaman district of Yogyakarta, OYO 206 Hotel Candra Kirana Near RSUD Kota Yogyakarta is situated 2.4 km from Scientific Park, 2.5 km from Sultan's Palace and 2.8 km from Fort...","Prawirotaman, Yogyakarta


Show on map",8.7,Fabulous,201 reviews
Omah Sumur,"Boasting garden views, Omah Sumur offers accommodation with a balcony and a kettle, around less than 1 km from Scientific Park.","Gondomanan, Yogyakarta


Show on map",7.0,Good,12 reviews
KoolKost near Hartono Mall Yogyakarta,"Situated in Yogyakarta, 4.2 km from Tugu Monument, KoolKost near Hartono Mall Yogyakarta features accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",8.5,Very good,5 reviews
RedDoorz Plus near Adisucipto Airport 2,"Set in Yogyakarta, within 7 km of Tugu Monument and 9 km of Malioboro Mall, RedDoorz Plus near Adisucipto Airport 2 offers free WiFi.","Yogyakarta


Show on map",7.6,Good,139 reviews
OYO 2669 Crown Residence,OYO 2669 Crown Residence features air-conditioned rooms with cable flat-screen TV in the Jetis district of Yogyakarta.,"Jetis, Yogyakarta


Show on map",8.1,Very good,25 reviews
Naura Guest House,"Situated in Yogyakarta, 10 km from Museum Sonobudoyo and 10 km from Yogyakarta Presidential Palace, Naura Guest House offers air conditioning.","Mlati, Yogyakarta


Show on map",9.4,Superb,9 reviews
RedDoorz near Jogja City Mall,"Set within 5 km of Tugu Monument and 6 km of Malioboro Mall, RedDoorz near Jogja City Mall offers rooms with air conditioning and a private bathroom in Yogyakarta.","Sinduadi, Yogyakarta


Show on map",7.4,Good,40 reviews
RedDoorz Plus @ Jalan Parangtritis 2,"Boasting a terrace, RedDoorz Plus @ Jalan Parangtritis 2 is situated in Yogyakarta in the Yogyakarta Province region, 3.6 km from Scientific Park and 3.7 km from Sultan's Palace.","Yogyakarta


Show on map",8.1,Very good,107 reviews
OYO 1150 Omah Ladrang Near RSUP Dr Sardjito,"Located in Yogyakarta, 4.3 km from Tugu Monument, OYO 1150 Omah Ladrang Near RSUP Dr Sardjito provides accommodation with free WiFi and free private parking.","Catur Tunggal, Yogyakarta


Show on map",8.4,Very good,24 reviews
The Victoria Hotel Yogyakarta,"Hotel The Victoria Yogyakarta is located in the centre of Yogyakarta, a 1-minute walk from Plaza Ambarrukmo. It offers free parking on site and free Wi-Fi access in public areas.","Catur Tunggal, Yogyakarta


Show on map",8.0,Very good,51 reviews
Omah Gerjen 29 by Bukit Vista,"Located 1.2 km from Museum Sonobudoyo, Omah Gerjen 29 by Bukit Vista provides accommodation with a shared lounge, a terrace and a shared kitchen for your convenience.","Ngampilan, Yogyakarta


Show on map",9.0,Superb,65 reviews
Surokarsan Residence,"Located in Yogyakarta, within 1.4 km of Sultan's Palace and 1.7 km of Fort Vredeburg, Surokarsan Residence provides accommodation with a shared lounge and free WiFi throughout the property as well as...","Mergangsan, Yogyakarta


Show on map",8.2,Very good,6 reviews
Fuji Villa,"Set in a peaceful landscaped garden, Fuji Villa houses homely air-conditioned rooms with canopy beds and wood-panelled walls in scenic Kaliurang. It features free Wi-Fi, free parking and tour...","Yogyakarta


Show on map",6.6,Review score,16 reviews
SPOT ON 2857 Hotel Pelangi,"In a prime location in the Ngampilan district of Yogyakarta, SPOT ON 2857 Hotel Pelangi is set 1.5 km from Museum Sonobudoyo, 2.1 km from Scientific Park and 2.2 km from Sultan's Palace.","Ngampilan, Yogyakarta


Show on map",6.5,Review score,28 reviews
RedDoorz @ Turangga Sari,"Set within 6 km of Tugu Monument and 8 km of Malioboro Mall, RedDoorz @ Turangga Sari offers rooms with air conditioning and a private bathroom in Yogyakarta.","Yogyakarta


Show on map",8.9,Fabulous,80 reviews
Sela Stay,"Sela Stay features an outdoor swimming pool, bar, a shared lounge and garden in Yogyakarta.","Mergangsan, Yogyakarta


Show on map",9.6,Exceptional,26 reviews
LAYA GUEST HOUSE,"Set in Yogyakarta, 5 km from Tugu Monument, LAYA GUEST HOUSE offers accommodation with a restaurant, free private parking, a garden and a terrace.","Yogyakarta


Show on map",8.7,Fabulous,3 reviews
Griya Amarta,"Set in Yogyakarta, 5 km from Tugu Monument, Griya Amarta features a living room with a flat-screen TV. This holiday home offers free private parking, a 24-hour front desk and free WiFi.","Mlati, Yogyakarta


Show on map",8.5,Very good,7 reviews
RedDoorz near Jogja Expo Center 2,"Featuring 2-star accommodation, RedDoorz near Jogja Expo Center 2 is situated in Yogyakarta, 4.2 km from Tugu Monument and 4.4 km from Scientific Park.","Yogyakarta


Show on map",6.0,Review score,3 reviews
RedDoorz Syariah near Puro Pakualaman Palace,RedDoorz Syariah near Puro Pakualaman Palace features air-conditioned rooms with flat-screen TV in the Pakualaman district of Yogyakarta.,"Pakualaman, Yogyakarta


Show on map",8.0,Very good,5 reviews
Good Karma Yogyakarta,"Good Karma Yogyakarta is set in the Mergangsan district in Yogyakarta, a 15-minute drive from Stasiun Tugu Yogyakarta and a 5-minute walk from the Prawirotaman district.","Mergangsan, Yogyakarta


Show on map",9.2,Superb,336 reviews
RedDoorz @ Jakal Atas KM 10,"Set in Yogyakarta, 12 km from Tugu Monument, RedDoorz @ Jakal Atas KM 10 offers accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",8.6,Fabulous,7 reviews
Hotel Bugis Asri,"Just 500 metres from Tamansari (water castle) and the Yogyakarta Royal Palace], Hotel Bugis Asri offers elegant, air-conditioned rooms with en suite bathrooms.","Mantrijeron, Yogyakarta


Show on map",8.1,Very good,36 reviews
RedDoorz Syariah near Titik Nol Yogyakarta,"Set in Yogyakarta, 600 metres from Museum Sonobudoyo, RedDoorz Syariah near Titik Nol Yogyakarta offers accommodation with free WiFi and free private parking.","Ngampilan, Yogyakarta


Show on map",7.4,Good,7 reviews
Surfrider Yogyakarta,"Situated in Yogyakarta, 8 km from Scientific Park, Surfrider Yogyakarta features accommodation with water sports facilities, free WiFi, a 24-hour front desk, and luggage storage space.","Yogyakarta


Show on map",9.7,Exceptional,8 reviews
Hotel Limaran 1,"A 5-minute drive from the lively Malioboro area, Hotel Limaran 1 is located in Yogyakarta. It features air-conditioned rooms with a TV, and a patio that overlooks the greenery.","Gondomanan, Yogyakarta


Show on map",6.9,Review score,10 reviews
Grand Mansion Homestay Jogja,"Set 11 km from Tugu Monument, 11 km from Malioboro Mall and 12 km from Yogyakarta Presidential Palace, Grand Mansion Homestay Jogja offers accommodation situated in Yogyakarta.","Yogyakarta


Show on map",7.1,Good,7 reviews
RedDoorz @ Omah Kayu Homestay,"Set within 5 km of Museum Sonobudoyo and 6 km of Yogyakarta Presidential Palace, RedDoorz @ Omah Kayu Homestay features rooms in Yogyakarta.","Yogyakarta


Show on map",8.4,Very good,8 reviews
OYO 3707 Halona Guesthouse,"Situated in Yogyakarta, 4 km from Tugu Monument, OYO 3707 Halona Guesthouse features accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",7.9,Good,4 reviews
OYO 244 Griya Cemara Homestay,"Featuring garden views, OYO 244 Griya Cemara Homestay in Yogyakarta features accommodation, a shared lounge and a garden.","Yogyakarta


Show on map",8.9,Fabulous,91 reviews
OYO 1846 The Ecovillage,"Situated within 13 km of Tugu Monument and 14 km of Scientific Park, OYO 1846 The Ecovillage features rooms in Yogyakarta.","Yogyakarta


Show on map",6.7,Review score,13 reviews
Yez Yez Yez All Good Hostel,"Yez Yez Yez All Good Hostel in Yogyakarta provides adults-only accommodation with a bar, a garden and a terrace.","Mergangsan, Yogyakarta


Show on map",8.8,Fabulous,653 reviews
RedDoorz Plus @ Timoho,"Set in Yogyakarta, 3.3 km from Scientific Park, RedDoorz Plus @ Timoho offers accommodation with free WiFi and free private parking.","Umbulharjo, Yogyakarta


Show on map",7.4,Good,72 reviews
Manggolo Homestay Syariah,"Boasting a shared lounge, garden and views of city, Pondok Manggolo Malioboro is set in Yogyakarta, 1.6 km from Malioboro Mall.","Gedongtengen, Yogyakarta


Show on map",7.5,Good,27 reviews
OYO 2268 Tim-tim Homestay,"OYO 2268 Tim-tim Homestay is located in Yogyakarta, 7 km from Tugu Monument and 9 km from Malioboro Mall.","Yogyakarta


Show on map",8.3,Very good,11 reviews
OYO 261 Sasono Putro Residence,"Located in Yogyakarta, OYO 261 Sasono Putro Residence has a garden. Featuring a 24-hour front desk, this property also provides guests with a terrace. The property is 5 km from Tugu Monument.","Yogyakarta


Show on map",8.5,Very good,65 reviews
Omah Sastro 2,"Omah Sastro 2 offers modern rooms with an LCD TV, free Wi-Fi and a 24-hour reception, a 15-minute drive from Malioboro Street. Car rentals can be arranged, and free public parking is on-site.","Yogyakarta


Show on map",8.3,Very good,3 reviews
OYO 347 Bayang Brothers Guest House,"Boasting a terrace, OYO 347 Bayang Brothers Guest House Near Jogja International Hospital is situated in Yogyakarta in the Yogyakarta Province region, 5 km from Tugu Monument and 7 km from Malioboro...","Yogyakarta


Show on map",9.6,Exceptional,213 reviews
Prambanan Guesthouse,"Situated in Yogyakarta, 3 km from Scientific Park, Prambanan Guesthouse features a garden and views of the garden.","Mergangsan, Yogyakarta


Show on map",8.7,Fabulous,197 reviews
Coliving Jogja Sweet Home Kost Lengkap di Jogjakarta,"Situated 5 km from Fort Vredeburg, Jogja Sweet Home Kost Lengkap di Jogjakarta features accommodation with a shared lounge, a garden and a 24-hour front desk for your convenience.","Yogyakarta


Show on map",10,Exceptional,9 reviews
RedDoorz near XT Square 3,"Set in Yogyakarta, 3 km from Scientific Park, RedDoorz near XT Square 3 offers accommodation with free WiFi and free private parking.","Umbulharjo, Yogyakarta


Show on map",7.3,Good,3 reviews
RedDoorz plus @ Tegal Panggung,"Located within 1.2 km of Scientific Park and 1.3 km of Sultan's Palace, RedDoorz plus @ Tegal Panggung provides rooms with air conditioning and a private bathroom in Yogyakarta.","Danurejan, Yogyakarta


Show on map",7.1,Good,30 reviews
RedDoorz near RS Sarjito Yogyakarta 2,"Well located in the Mlati district of Yogyakarta, RedDoorz near RS Sarjito Yogyakarta 2 is located 4 km from Tugu Monument, 6 km from Malioboro Mall and 7 km from Fort Vredeburg.","Sinduadi, Yogyakarta


Show on map",8.7,Fabulous,6 reviews
OYO 3083 D Kost 3 Syariah,OYO 3083 D Kost 3 Syariah features air-conditioned rooms with satellite flat-screen TV in the Wirobrajan district of Yogyakarta.,"Wirobrajan, Yogyakarta


Show on map",8.3,Very good,12 reviews
Jasmine Heritage Homestay,"Boasting a shared lounge, garden, terrace and free WiFi, Jasmine Heritage Homestay is set in Yogyakarta, 600 metres from Scientific Park and 700 metres from Sultan's Palace.","Gondomanan, Yogyakarta


Show on map",7.2,Good,30 reviews
Monica Hotel,"Offering air-conditioned rooms in the Gedongtengen district of Yogyakarta, Monica Hotel is 1.2 km from Malioboro Mall.","Gedongtengen, Yogyakarta


Show on map",6.8,Review score,12 reviews
Grage Jogja Malioboro,"Grage Jogja Hotel offers classic rooms with free Wi-Fi in the city centre, steps from Malioboro Shopping Mall. It provides free parking and has a restaurant and karaoke facilities.","Gedongtengen, Yogyakarta


Show on map",7.9,Good,54 reviews
OYO 195 Stay @H Residence,"Attractively located in the Mlati district of Yogyakarta, OYO 195 Stay @H Residence is situated 6 km from Tugu Monument, 8 km from Malioboro Mall and 9 km from Museum Sonobudoyo.","Sinduadi, Yogyakarta


Show on map",8.4,Very good,84 reviews
Mone House Jogja,"Located in Yogyakarta in the Yogyakarta Province region, with Affandi Museum nearby, Mone House Jogja provides accommodation with free WiFi and free private parking. The homestay offers a terrace.","Catur Tunggal, Yogyakarta


Show on map",8.4,Very good,12 reviews
Arjuna Garden Homestay,"Located in Yogyakarta, within 2.6 km of Scientific Park and 2.7 km of Sultan's Palace, Arjuna Garden Homestay provides accommodation with a garden and free WiFi throughout the property as well as free...","Mantrijeron, Yogyakarta


Show on map",8.5,Very good,333 reviews
Bunk Bed and Breakfast,"Offering a restaurant, Bunk Bed and Breakfast is located in the heart of Yogyakarta. Free WiFi access is available. Each room here will provide you with a balcony.","Ngampilan, Yogyakarta


Show on map",8.8,Fabulous,65 reviews
Surokarsan 9 Yogyakarta,"Set in Yogyakarta, 1.3 km from Scientific Park, Surokarsan 9 Yogyakarta offers air-conditioned accommodation and a garden. Boasting family rooms, this property also provides guests with a terrace.","Mergangsan, Yogyakarta


Show on map",9.0,Superb,98 reviews
RedDoorz @ Jalan Parangtritis,"Featuring 2-star accommodation, RedDoorz @ Jalan Parangtritis is situated in Yogyakarta, 4.4 km from Museum Sonobudoyo and 5 km from Yogyakarta Presidential Palace.","Yogyakarta


Show on map",7.9,Good,52 reviews
The Kresna Hotel,"Steps away from Prawirotaman, The Kresna Hotel offers cosy rooms with Javanese-style interiors. It operates a 24-hour front desk and provides free Wi-Fi in all areas.","Mantrijeron, Yogyakarta


Show on map",8.9,Fabulous,90 reviews
D'Talent Hotel,"Located in Yogyakarta, 2.3 km from Scientific Park, D'Talent Hotel features views of the garden.","Mergangsan, Yogyakarta


Show on map",8.7,Fabulous,4 reviews
nDalem Joglo Krawitan,"Featuring a garden, nDalem Joglo Krawitan is set in Yogyakarta in the Yogyakarta Province region, 15 km from Yogyakarta Presidential Palace and 16 km from Tugu Monument.","Yogyakarta


Show on map",9.4,Superb,25 reviews
Batik Trinidar Homestay,"Set within 3.2 km of Museum Sonobudoyo and 3.9 km of Yogyakarta Presidential Palace in Yogyakarta, Batik Trinidar Homestay offers accommodation with free WiFi and flat-screen TV.","Mantrijeron, Yogyakarta


Show on map",8.3,Very good,4 reviews
With Friends Homestay Jogja,"With Friends Homestay Jogja, a property with a shared lounge, is located in Yogyakarta, 2 km from Museum Sonobudoyo, 2.6 km from Scientific Park, as well as 2.7 km from Sultan's Palace.","Mantrijeron, Yogyakarta


Show on map",7.7,Good,12 reviews
Hotel Grand Rosela,"Located in Prawirotaman Tourist District, Hotel Grand Rosela offers rooms with free Wi-Fi and cable TVs. A spa with massage services is available. The hotel also features an outdoor pool.","Mergangsan, Yogyakarta


Show on map",7.9,Good,40 reviews
The Patio Yogya,"Set 1.1 km from Museum Sonobudoyo, The Patio Yogya offers a bar, a shared lounge and air-conditioned accommodation with a patio and free WiFi.","Kraton, Yogyakarta


Show on map",9.3,Superb,259 reviews
Hotel Wisma Sakinah,"Set in Yogyakarta, within 8 km of Tugu Monument and 9 km of Malioboro Mall, Hotel Wisma Sakinah offers accommodation with a garden and free WiFi as well as free private parking for guests who drive.","Yogyakarta


Show on map",7.8,Good,27 reviews
RedDoorz near Pascasarjana UGM 2,"Located in Yogyakarta, 4.4 km from Tugu Monument, RedDoorz near Pascasarjana UGM 2 provides accommodation with free WiFi and free private parking.","Sinduadi, Yogyakarta


Show on map",7.0,Good,6 reviews
OYO 1118 Artomoro Family Guesthouse Near RS Ludira Husada Tama,"Set in Yogyakarta, within 3.7 km of Malioboro Mall and 4.4 km of Museum Sonobudoyo, OYO 1118 Artomoro Family Guesthouse Near RS Ludira Husada Tama offers accommodation with a terrace and as well as...","Yogyakarta


Show on map",8.1,Very good,28 reviews
